Timestamp,Voltage (V),Current (A),Power (W)
2025-06-10T04:58:18.011Z,2,5,10
2025-06-10T04:58:19.012Z,2,5,10
2025-06-10T04:58:20.015Z,2,5,10
2025-06-10T04:58:21.025Z,2,5,10
2025-06-10T04:58:22.030Z,2,5,10
2025-06-10T04:58:23.040Z,2,5,10
2025-06-10T04:58:24.047Z,2,5,10
2025-06-10T04:58:25.048Z,2,5,10
2025-06-10T04:58:26.054Z,2,5,10
2025-06-10T04:58:27.055Z,2,5,10
2025-06-10T04:58:28.064Z,2,5,10
2025-06-10T04:58:29.069Z,2,5,10
2025-06-10T04:58:30.073Z,2,5,10
2025-06-10T04:58:31.075Z,2,5,10
2025-06-10T04:58:32.077Z,2,5,10
2025-06-10T04:58:33.087Z,2,5,10
2025-06-10T04:58:34.093Z,2,5,10
2025-06-10T04:58:35.096Z,2,5,10
2025-06-10T04:58:36.098Z,2,5,10
2025-06-10T04:58:37.106Z,2,5,10
2025-06-10T04:58:38.113Z,2,5,10
2025-06-10T04:58:39.119Z,2,5,10
2025-06-10T04:58:40.119Z,2,5,10
2025-06-10T04:58:41.131Z,2,5,10
2025-06-10T04:58:42.138Z,2,5,10
2025-06-10T04:58:43.149Z,2,5,10
2025-06-10T04:58:44.165Z,2,5,10
2025-06-10T04:58:45.170Z,2,5,10
2025-06-10T04:58:46.185Z,2,5,10
2025-06-10T04:58:47.188Z,2,5,10
2025-06-10T04:58:48.189Z,2,5,10
2025-06-10T04:58:49.192Z,2,5,10
2025-06-10T04:58:50.199Z,2,5,10
2025-06-10T04:58:51.201Z,2,5,10
2025-06-10T04:58:52.218Z,2,5,10
2025-06-10T04:58:53.226Z,2,5,10
2025-06-10T04:58:54.235Z,2,5,10
2025-06-10T04:58:55.237Z,2,5,10
2025-06-10T04:58:56.245Z,2,5,10
2025-06-10T04:58:57.247Z,2,5,10
2025-06-10T04:58:58.255Z,2,5,10
2025-06-10T04:58:59.262Z,2,5,10
2025-06-10T04:59:00.266Z,2,5,10
2025-06-10T04:59:01.271Z,2,5,10
2025-06-10T04:59:02.272Z,2,5,10
2025-06-10T04:59:03.277Z,2,5,10
2025-06-10T04:59:04.284Z,2,5,10
2025-06-10T04:59:05.293Z,2,5,10
2025-06-10T04:59:06.299Z,2,5,10
2025-06-10T04:59:07.300Z,2,5,10
2025-06-10T04:59:08.314Z,2,5,10
2025-06-10T04:59:09.323Z,2,5,10
2025-06-10T04:59:10.330Z,2,5,10
2025-06-10T04:59:11.339Z,2,5,10
2025-06-10T04:59:12.342Z,2,5,10
2025-06-10T04:59:13.348Z,2,5,10
2025-06-10T04:59:14.359Z,2,5,10
2025-06-10T04:59:15.359Z,2,5,10
2025-06-10T04:59:16.369Z,2,5,10
2025-06-10T04:59:17.384Z,2,5,10
2025-06-10T04:59:18.387Z,2,5,10
2025-06-10T04:59:19.393Z,2,5,10
2025-06-10T04:59:20.405Z,2,5,10
2025-06-10T04:59:21.409Z,2,5,10
2025-06-10T04:59:22.412Z,2,5,10
2025-06-10T04:59:23.421Z,2,5,10
2025-06-10T04:59:24.434Z,2,5,10
2025-06-10T04:59:25.449Z,2,5,10
2025-06-10T04:59:26.455Z,2,5,10
2025-06-10T04:59:27.465Z,2,5,10
2025-06-10T04:59:28.470Z,2,5,10
2025-06-10T04:59:29.477Z,2,5,10
2025-06-10T04:59:30.487Z,2,5,10
2025-06-10T04:59:31.499Z,2,5,10
2025-06-10T04:59:32.502Z,2,5,10
2025-06-10T04:59:33.512Z,2,5,10
2025-06-10T04:59:34.526Z,2,5,10
2025-06-10T04:59:35.532Z,2,5,10
2025-06-10T04:59:36.538Z,2,5,10
2025-06-10T04:59:37.549Z,2,5,10
2025-06-10T04:59:38.561Z,2,5,10
2025-06-10T04:59:39.574Z,2,5,10
2025-06-10T04:59:40.587Z,2,5,10
2025-06-10T04:59:41.601Z,2,5,10
2025-06-10T04:59:42.612Z,2,5,10
2025-06-10T04:59:43.622Z,2,5,10
2025-06-10T04:59:44.624Z,2,5,10
2025-06-10T04:59:45.627Z,2,5,10
2025-06-10T04:59:46.631Z,2,5,10
2025-06-10T04:59:47.647Z,2,5,10
2025-06-10T04:59:48.663Z,2,5,10
2025-06-10T04:59:49.678Z,2,5,10
2025-06-10T04:59:50.692Z,2,5,10
2025-06-10T04:59:51.705Z,2,5,10
2025-06-10T04:59:52.718Z,2,5,10
2025-06-10T04:59:53.718Z,2,5,10
2025-06-10T04:59:54.731Z,2,5,10
2025-06-10T04:59:55.747Z,2,5,10
2025-06-10T04:59:56.750Z,2,5,10
2025-06-10T04:59:57.764Z,2,5,10
2025-06-10T04:59:58.766Z,2,5,10
2025-06-10T04:59:59.780Z,2,5,10
2025-06-10T05:00:00.797Z,2,5,10
2025-06-10T05:00:01.808Z,2,5,10
2025-06-10T05:00:02.809Z,2,5,10
2025-06-10T05:00:03.822Z,2,5,10
2025-06-10T05:00:04.838Z,2,5,10
2025-06-10T05:00:05.837Z,2,5,10
2025-06-10T05:00:06.851Z,2,5,10
2025-06-10T05:00:07.851Z,2,5,10
2025-06-10T05:00:08.854Z,2,5,10
2025-06-10T05:00:09.864Z,2,5,10
2025-06-10T05:00:10.872Z,2,5,10
2025-06-10T05:00:11.876Z,2,5,10
2025-06-10T05:00:12.886Z,2,5,10
2025-06-10T05:00:13.889Z,2,5,10
2025-06-10T05:00:14.889Z,2,5,10
2025-06-10T05:00:15.889Z,2,5,10
2025-06-10T05:00:16.897Z,2,5,10
2025-06-10T05:00:17.898Z,2,5,10
2025-06-10T05:00:18.900Z,2,5,10
2025-06-10T05:00:19.912Z,2,5,10
2025-06-10T05:00:20.926Z,2,5,10
2025-06-10T05:00:21.940Z,2,5,10
2025-06-10T05:00:22.946Z,2,5,10
2025-06-10T05:00:23.960Z,2,5,10
2025-06-10T05:00:24.959Z,2,5,10
2025-06-10T05:00:25.968Z,2,5,10
2025-06-10T05:00:26.980Z,2,5,10
2025-06-10T05:00:27.992Z,2,5,10
2025-06-10T05:00:29.005Z,2,5,10
2025-06-10T05:00:30.016Z,2,5,10
2025-06-10T05:00:31.031Z,2,5,10
2025-06-10T05:00:32.045Z,2,5,10
2025-06-10T05:00:33.059Z,2,5,10
2025-06-10T05:00:34.069Z,2,5,10
2025-06-10T05:00:35.085Z,2,5,10
2025-06-10T05:00:36.097Z,2,5,10
2025-06-10T05:00:37.109Z,2,5,10
2025-06-10T05:00:38.121Z,2,5,10
2025-06-10T05:00:39.133Z,2,5,10
2025-06-10T05:00:40.149Z,2,5,10
2025-06-10T05:00:41.153Z,2,5,10
2025-06-10T05:00:42.163Z,2,5,10
2025-06-10T05:00:43.170Z,2,5,10
2025-06-10T05:00:44.171Z,2,5,10
2025-06-10T05:00:45.176Z,2,5,10
2025-06-10T05:00:46.184Z,2,5,10
2025-06-10T05:00:47.198Z,2,5,10
2025-06-10T05:00:48.209Z,2,5,10
2025-06-10T05:00:49.210Z,2,5,10
2025-06-10T05:00:50.215Z,2,5,10
2025-06-10T05:00:51.227Z,2,5,10
2025-06-10T05:00:52.237Z,2,5,10
2025-06-10T05:00:53.247Z,2,5,10
2025-06-10T05:00:54.255Z,2,5,10
2025-06-10T05:00:55.260Z,2,5,10
2025-06-10T05:00:56.263Z,2,5,10
2025-06-10T05:00:57.265Z,2,5,10
2025-06-10T05:00:58.274Z,2,5,10
2025-06-10T05:00:59.281Z,2,5,10
2025-06-10T05:01:00.281Z,2,5,10
2025-06-10T05:01:01.283Z,2,5,10
2025-06-10T05:01:02.292Z,2,5,10
2025-06-10T05:01:03.295Z,2,5,10
2025-06-10T05:01:04.301Z,2,5,10
2025-06-10T05:01:05.312Z,2,5,10
2025-06-10T05:01:06.312Z,2,5,10
2025-06-10T05:01:07.313Z,2,5,10
2025-06-10T05:01:08.314Z,2,5,10
2025-06-10T05:01:09.322Z,2,5,10
2025-06-10T05:01:10.328Z,2,5,10
2025-06-10T05:01:11.343Z,2,5,10
2025-06-10T05:01:12.347Z,2,5,10
2025-06-10T05:01:13.355Z,2,5,10
2025-06-10T05:01:14.362Z,2,5,10
2025-06-10T05:01:15.364Z,2,5,10
2025-06-10T05:01:16.371Z,2,5,10
2025-06-10T05:01:17.377Z,2,5,10
2025-06-10T05:01:18.394Z,2,5,10
2025-06-10T05:01:19.408Z,2,5,10
2025-06-10T05:01:20.407Z,2,5,10
2025-06-10T05:01:21.418Z,2,5,10
2025-06-10T05:01:22.427Z,2,5,10
2025-06-10T05:01:23.430Z,2,5,10
2025-06-10T05:01:24.436Z,2,5,10
2025-06-10T05:01:25.452Z,2,5,10
2025-06-10T05:01:26.453Z,2,5,10
2025-06-10T05:01:27.455Z,2,5,10
2025-06-10T05:01:28.461Z,2,5,10
2025-06-10T05:01:29.471Z,2,5,10
2025-06-10T05:01:30.472Z,2,5,10
2025-06-10T05:01:31.480Z,2,5,10
2025-06-10T05:01:32.490Z,2,5,10
2025-06-10T05:01:33.499Z,2,5,10
2025-06-10T05:01:34.509Z,2,5,10
2025-06-10T05:01:35.514Z,2,5,10
2025-06-10T05:01:36.514Z,2,5,10
2025-06-10T05:01:37.517Z,2,5,10
2025-06-10T05:01:38.530Z,2,5,10
2025-06-10T05:01:39.538Z,2,5,10
2025-06-10T05:01:40.538Z,2,5,10
2025-06-10T05:01:41.539Z,2,5,10
2025-06-10T05:01:42.552Z,2,5,10
2025-06-10T05:01:43.561Z,2,5,10
2025-06-10T05:01:44.560Z,2,5,10
2025-06-10T05:01:45.565Z,2,5,10
2025-06-10T05:01:46.573Z,2,5,10
2025-06-10T05:01:47.584Z,2,5,10
2025-06-10T05:01:48.594Z,2,5,10
2025-06-10T05:01:49.608Z,2,5,10
2025-06-10T05:01:50.615Z,2,5,10
2025-06-10T05:01:51.618Z,2,5,10
2025-06-10T05:01:52.626Z,2,5,10
2025-06-10T05:01:53.633Z,2,5,10
2025-06-10T05:01:54.643Z,2,5,10
2025-06-10T05:01:55.646Z,2,5,10
2025-06-10T05:01:56.646Z,2,5,10
2025-06-10T05:01:57.650Z,2,5,10
2025-06-10T05:01:58.659Z,2,5,10
2025-06-10T05:01:59.669Z,2,5,10
2025-06-10T05:02:00.680Z,2,5,10
2025-06-10T05:02:01.691Z,2,5,10
2025-06-10T05:02:02.703Z,2,5,10
2025-06-10T05:02:03.714Z,2,5,10
2025-06-10T05:02:04.723Z,2,5,10
2025-06-10T05:02:05.733Z,2,5,10
2025-06-10T05:02:06.742Z,2,5,10
2025-06-10T05:02:07.755Z,2,5,10
2025-06-10T05:02:08.767Z,2,5,10
2025-06-10T05:02:09.780Z,2,5,10
2025-06-10T05:02:10.781Z,2,5,10
2025-06-10T05:02:11.792Z,2,5,10
2025-06-10T05:02:12.802Z,2,5,10
2025-06-10T05:02:13.815Z,2,5,10
2025-06-10T05:02:14.830Z,2,5,10
2025-06-10T05:02:15.841Z,2,5,10
2025-06-10T05:02:16.851Z,2,5,10
2025-06-10T05:02:17.864Z,2,5,10
2025-06-10T05:02:18.881Z,2,5,10
2025-06-10T05:02:19.892Z,2,5,10
2025-06-10T05:02:20.898Z,2,5,10
2025-06-10T05:02:21.902Z,2,5,10
2025-06-10T05:02:22.907Z,2,5,10
2025-06-10T05:02:23.912Z,2,5,10
2025-06-10T05:02:24.919Z,2,5,10
2025-06-10T05:02:25.930Z,2,5,10
2025-06-10T05:02:26.939Z,2,5,10
2025-06-10T05:02:27.942Z,2,5,10
2025-06-10T05:02:28.953Z,2,5,10
2025-06-10T05:02:29.965Z,2,5,10
2025-06-10T05:02:30.977Z,2,5,10
2025-06-10T05:02:31.988Z,2,5,10
2025-06-10T05:02:33.000Z,2,5,10
2025-06-10T05:02:34.013Z,2,5,10
2025-06-10T05:02:35.024Z,2,5,10
2025-06-10T05:02:36.036Z,2,5,10
2025-06-10T05:02:37.045Z,2,5,10
2025-06-10T05:02:38.058Z,2,5,10
2025-06-10T05:02:39.073Z,2,5,10
2025-06-10T05:02:40.086Z,2,5,10
2025-06-10T05:02:41.099Z,2,5,10
2025-06-10T05:02:42.112Z,2,5,10
2025-06-10T05:02:43.123Z,2,5,10
2025-06-10T05:02:44.135Z,2,5,10
2025-06-10T05:02:45.148Z,2,5,10
2025-06-10T05:02:46.159Z,2,5,10
2025-06-10T05:02:47.165Z,2,5,10
2025-06-10T05:02:48.167Z,2,5,10
2025-06-10T05:02:49.176Z,2,5,10
2025-06-10T05:02:50.189Z,2,5,10
2025-06-10T05:02:51.204Z,2,5,10
2025-06-10T05:02:52.207Z,2,5,10
2025-06-10T05:02:53.222Z,2,5,10
2025-06-10T05:02:54.236Z,2,5,10
2025-06-10T05:02:55.251Z,2,5,10
2025-06-10T05:02:56.263Z,2,5,10
2025-06-10T05:02:57.274Z,2,5,10
2025-06-10T05:02:58.287Z,2,5,10
2025-06-10T05:02:59.300Z,2,5,10
2025-06-10T05:03:00.312Z,2,5,10
2025-06-10T05:03:01.325Z,2,5,10
2025-06-10T05:03:02.339Z,2,5,10
2025-06-10T05:03:03.352Z,2,5,10
2025-06-10T05:03:04.365Z,2,5,10
2025-06-10T05:03:05.376Z,2,5,10
2025-06-10T05:03:06.390Z,2,5,10
2025-06-10T05:03:07.401Z,2,5,10
2025-06-10T05:03:08.415Z,2,5,10
2025-06-10T05:03:09.428Z,2,5,10
2025-06-10T05:03:10.441Z,2,5,10
2025-06-10T05:03:11.455Z,2,5,10
2025-06-10T05:03:12.464Z,2,5,10
2025-06-10T05:03:13.479Z,2,5,10
2025-06-10T05:03:14.490Z,2,5,10
2025-06-10T05:03:15.499Z,2,5,10
2025-06-10T05:03:16.507Z,2,5,10
2025-06-10T05:03:17.509Z,2,5,10
2025-06-10T05:03:18.516Z,2,5,10
2025-06-10T05:03:19.517Z,2,5,10
2025-06-10T05:03:20.518Z,2,5,10
2025-06-10T05:03:21.522Z,2,5,10
2025-06-10T05:03:22.530Z,2,5,10
2025-06-10T05:03:23.530Z,2,5,10
2025-06-10T05:03:24.545Z,2,5,10
2025-06-10T05:03:25.554Z,2,5,10
2025-06-10T05:03:26.568Z,2,5,10
2025-06-10T05:03:27.580Z,2,5,10
2025-06-10T05:03:28.594Z,2,5,10
2025-06-10T05:03:29.604Z,2,5,10
2025-06-10T05:03:30.616Z,2,5,10
2025-06-10T05:03:31.626Z,2,5,10
2025-06-10T05:03:32.627Z,2,5,10
2025-06-10T05:03:33.639Z,2,5,10
2025-06-10T05:03:34.655Z,2,5,10
2025-06-10T05:03:35.668Z,2,5,10
2025-06-10T05:03:36.671Z,2,5,10
2025-06-10T05:03:37.679Z,2,5,10
2025-06-10T05:03:38.691Z,2,5,10
2025-06-10T05:03:39.706Z,2,5,10
2025-06-10T05:03:40.720Z,2,5,10
2025-06-10T05:03:41.736Z,2,5,10
2025-06-10T05:03:42.746Z,2,5,10
2025-06-10T05:03:43.756Z,2,5,10
2025-06-10T05:03:44.767Z,2,5,10
2025-06-10T05:03:45.770Z,2,5,10
2025-06-10T05:03:46.772Z,2,5,10
2025-06-10T05:03:47.783Z,2,5,10
2025-06-10T05:03:48.791Z,2,5,10
2025-06-10T05:03:49.794Z,2,5,10
2025-06-10T05:03:50.807Z,2,5,10
2025-06-10T05:03:51.808Z,2,5,10
2025-06-10T05:03:52.812Z,2,5,10
2025-06-10T05:03:53.815Z,2,5,10
2025-06-10T05:03:54.825Z,2,5,10
2025-06-10T05:03:55.834Z,2,5,10
2025-06-10T05:03:56.845Z,2,5,10
2025-06-10T05:03:57.847Z,2,5,10
2025-06-10T05:03:58.849Z,2,5,10
2025-06-10T05:03:59.853Z,2,5,10
2025-06-10T05:04:00.853Z,2,5,10
2025-06-10T05:04:01.863Z,2,5,10
2025-06-10T05:04:02.873Z,2,5,10
2025-06-10T05:04:03.873Z,2,5,10
2025-06-10T05:04:04.879Z,2,5,10
2025-06-10T05:04:05.886Z,2,5,10
2025-06-10T05:04:06.899Z,2,5,10
2025-06-10T05:04:07.906Z,2,5,10
2025-06-10T05:04:08.908Z,2,5,10
2025-06-10T05:04:09.910Z,2,5,10
2025-06-10T05:04:10.919Z,2,5,10
2025-06-10T05:04:11.929Z,2,5,10
2025-06-10T05:04:12.942Z,2,5,10
2025-06-10T05:04:13.945Z,2,5,10
2025-06-10T05:04:14.949Z,2,5,10
2025-06-10T05:04:15.961Z,2,5,10
2025-06-10T05:04:16.964Z,2,5,10
2025-06-10T05:04:17.974Z,2,5,10
2025-06-10T05:04:18.975Z,2,5,10
2025-06-10T05:04:19.982Z,2,5,10
2025-06-10T05:04:20.993Z,2,5,10
2025-06-10T05:04:22.003Z,2,5,10
2025-06-10T05:04:23.015Z,2,5,10
2025-06-10T05:04:24.028Z,2,5,10
2025-06-10T05:04:25.040Z,2,5,10
2025-06-10T05:04:26.053Z,2,5,10
2025-06-10T05:04:27.064Z,2,5,10
2025-06-10T05:04:28.074Z,2,5,10
2025-06-10T05:04:29.082Z,2,5,10
2025-06-10T05:04:30.092Z,2,5,10
2025-06-10T05:04:31.106Z,2,5,10
2025-06-10T05:04:32.108Z,2,5,10
2025-06-10T05:04:33.115Z,2,5,10
2025-06-10T05:04:34.122Z,2,5,10
2025-06-10T05:04:35.124Z,2,5,10
2025-06-10T05:04:36.134Z,2,5,10
2025-06-10T05:04:37.138Z,2,5,10
2025-06-10T05:04:38.151Z,2,5,10
2025-06-10T05:04:39.156Z,2,5,10
2025-06-10T05:04:40.156Z,2,5,10
2025-06-10T05:04:41.165Z,2,5,10
2025-06-10T05:04:42.170Z,2,5,10
2025-06-10T05:04:43.175Z,2,5,10
2025-06-10T05:04:44.177Z,2,5,10
2025-06-10T05:04:45.188Z,2,5,10
2025-06-10T05:04:46.200Z,2,5,10
2025-06-10T05:04:47.200Z,2,5,10
2025-06-10T05:04:48.201Z,2,5,10
2025-06-10T05:04:49.212Z,2,5,10
2025-06-10T05:04:50.216Z,2,5,10
2025-06-10T05:04:51.224Z,2,5,10
2025-06-10T05:04:52.238Z,2,5,10
2025-06-10T05:04:53.253Z,2,5,10
2025-06-10T05:04:54.265Z,2,5,10
2025-06-10T05:04:55.274Z,2,5,10
2025-06-10T05:04:56.286Z,2,5,10
2025-06-10T05:04:57.304Z,2,5,10
2025-06-10T05:04:58.309Z,2,5,10
2025-06-10T05:04:59.312Z,2,5,10
2025-06-10T05:05:00.315Z,2,5,10
2025-06-10T05:05:01.328Z,2,5,10
2025-06-10T05:05:02.330Z,2,5,10
2025-06-10T05:05:03.338Z,2,5,10
2025-06-10T05:05:04.341Z,2,5,10
2025-06-10T05:05:05.348Z,2,5,10
2025-06-10T05:05:06.352Z,2,5,10
2025-06-10T05:05:07.356Z,2,5,10
2025-06-10T05:05:08.359Z,2,5,10
2025-06-10T05:05:09.365Z,2,5,10
2025-06-10T05:05:10.368Z,2,5,10
2025-06-10T05:05:11.384Z,2,5,10
2025-06-10T05:05:12.395Z,2,5,10
2025-06-10T05:05:13.401Z,2,5,10
2025-06-10T05:05:14.414Z,2,5,10
2025-06-10T05:05:15.421Z,2,5,10
2025-06-10T05:05:16.436Z,2,5,10
2025-06-10T05:05:17.444Z,2,5,10
2025-06-10T05:05:18.446Z,2,5,10
2025-06-10T05:05:19.455Z,2,5,10
2025-06-10T05:05:20.464Z,2,5,10
2025-06-10T05:05:21.477Z,2,5,10
2025-06-10T05:05:22.492Z,2,5,10
2025-06-10T05:05:23.502Z,2,5,10
2025-06-10T05:05:24.512Z,2,5,10
2025-06-10T05:05:25.518Z,2,5,10
2025-06-10T05:05:26.519Z,2,5,10
2025-06-10T05:05:27.532Z,2,5,10
2025-06-10T05:05:28.547Z,2,5,10
2025-06-10T05:05:29.558Z,2,5,10
2025-06-10T05:05:30.566Z,2,5,10
2025-06-10T05:05:31.579Z,2,5,10
2025-06-10T05:05:32.592Z,2,5,10
2025-06-10T05:05:33.606Z,2,5,10
2025-06-10T05:05:34.618Z,2,5,10
2025-06-10T05:05:35.630Z,2,5,10
2025-06-10T05:05:36.637Z,2,5,10
2025-06-10T05:05:37.637Z,2,5,10
2025-06-10T05:05:38.641Z,2,5,10
2025-06-10T05:05:39.656Z,2,5,10
2025-06-10T05:05:40.671Z,2,5,10
2025-06-10T05:05:41.672Z,2,5,10
2025-06-10T05:05:42.680Z,2,5,10
2025-06-10T05:05:43.690Z,2,5,10
2025-06-10T05:05:44.691Z,2,5,10
2025-06-10T05:05:45.695Z,2,5,10
2025-06-10T05:05:46.696Z,2,5,10
2025-06-10T05:05:47.697Z,2,5,10
2025-06-10T05:05:48.713Z,2,5,10
2025-06-10T05:05:49.725Z,2,5,10
2025-06-10T05:05:50.739Z,2,5,10
2025-06-10T05:05:51.751Z,2,5,10
2025-06-10T05:05:52.763Z,2,5,10
2025-06-10T05:05:53.765Z,2,5,10
2025-06-10T05:05:54.778Z,2,5,10
2025-06-10T05:05:55.792Z,2,5,10
2025-06-10T05:05:56.802Z,2,5,10
2025-06-10T05:05:57.817Z,2,5,10
2025-06-10T05:05:58.819Z,2,5,10
2025-06-10T05:05:59.832Z,2,5,10
2025-06-10T05:06:00.845Z,2,5,10
2025-06-10T05:06:01.858Z,2,5,10
2025-06-10T05:06:02.871Z,2,5,10
2025-06-10T05:06:03.887Z,2,5,10
2025-06-10T05:06:04.890Z,2,5,10
2025-06-10T05:06:05.897Z,2,5,10
2025-06-10T05:06:06.909Z,2,5,10
2025-06-10T05:06:07.924Z,2,5,10
2025-06-10T05:06:08.936Z,2,5,10
2025-06-10T05:06:09.949Z,2,5,10
2025-06-10T05:06:10.963Z,2,5,10
2025-06-10T05:06:11.975Z,2,5,10
2025-06-10T05:06:12.989Z,2,5,10
2025-06-10T05:06:14.003Z,2,5,10
2025-06-10T05:06:15.006Z,2,5,10
2025-06-10T05:06:16.009Z,2,5,10
2025-06-10T05:06:17.010Z,2,5,10
2025-06-10T05:06:18.014Z,2,5,10
2025-06-10T05:06:19.025Z,2,5,10
2025-06-10T05:06:20.038Z,2,5,10
2025-06-10T05:06:21.047Z,2,5,10
2025-06-10T05:06:22.055Z,2,5,10
2025-06-10T05:06:23.068Z,2,5,10
2025-06-10T05:06:24.079Z,2,5,10
2025-06-10T05:06:25.095Z,2,5,10
2025-06-10T05:06:26.109Z,2,5,10
2025-06-10T05:06:27.122Z,2,5,10
2025-06-10T05:06:28.132Z,2,5,10
2025-06-10T05:06:29.143Z,2,5,10
2025-06-10T05:06:30.155Z,2,5,10
2025-06-10T05:06:31.164Z,2,5,10
2025-06-10T05:06:32.175Z,2,5,10
2025-06-10T05:06:33.188Z,2,5,10
2025-06-10T05:06:34.202Z,2,5,10
2025-06-10T05:06:35.215Z,2,5,10
2025-06-10T05:06:36.228Z,2,5,10
2025-06-10T05:06:37.243Z,2,5,10
2025-06-10T05:06:38.253Z,2,5,10
2025-06-10T05:06:39.268Z,2,5,10
2025-06-10T05:06:40.282Z,2,5,10
2025-06-10T05:06:41.295Z,2,5,10
2025-06-10T05:06:42.308Z,2,5,10
2025-06-10T05:06:43.315Z,2,5,10
2025-06-10T05:06:44.327Z,2,5,10
2025-06-10T05:06:45.335Z,2,5,10
2025-06-10T05:06:46.348Z,2,5,10
2025-06-10T05:06:47.357Z,2,5,10
2025-06-10T05:06:48.371Z,2,5,10
2025-06-10T05:06:49.377Z,2,5,10
2025-06-10T05:06:50.382Z,2,5,10
2025-06-10T05:06:51.383Z,2,5,10
2025-06-10T05:06:52.389Z,2,5,10
2025-06-10T05:06:53.393Z,2,5,10
2025-06-10T05:06:54.398Z,2,5,10
2025-06-10T05:06:55.398Z,2,5,10
2025-06-10T05:06:56.404Z,2,5,10
2025-06-10T05:06:57.414Z,2,5,10
2025-06-10T05:06:58.417Z,2,5,10
2025-06-10T05:06:59.423Z,2,5,10
2025-06-10T05:07:00.429Z,2,5,10
2025-06-10T05:07:01.442Z,2,5,10
2025-06-10T05:07:02.452Z,2,5,10
2025-06-10T05:07:03.465Z,2,5,10
2025-06-10T05:07:04.478Z,2,5,10
2025-06-10T05:07:05.490Z,2,5,10
2025-06-10T05:07:06.504Z,2,5,10
2025-06-10T05:07:07.519Z,2,5,10
2025-06-10T05:07:08.534Z,2,5,10
2025-06-10T05:07:09.546Z,2,5,10
2025-06-10T05:07:10.561Z,2,5,10
2025-06-10T05:07:11.575Z,2,5,10
2025-06-10T05:07:12.586Z,2,5,10
2025-06-10T05:07:13.598Z,2,5,10
2025-06-10T05:07:14.610Z,2,5,10
2025-06-10T05:07:15.611Z,2,5,10
2025-06-10T05:07:16.622Z,2,5,10
2025-06-10T05:07:17.635Z,2,5,10
2025-06-10T05:07:18.646Z,2,5,10
2025-06-10T05:07:19.657Z,2,5,10
2025-06-10T05:07:20.660Z,2,5,10
2025-06-10T05:07:21.667Z,2,5,10
2025-06-10T05:07:22.669Z,2,5,10
2025-06-10T05:07:23.676Z,2,5,10
